Season,market,Team_Name,wins,losses,ties
2001,Florida International University,Golden Panthers,10,20,0
2000,Florida International University,Golden Panthers,8,21,0
1999,Florida International University,Golden Panthers,16,14,0
1998,Florida International University,Golden Panthers,13,16,0
1997,Florida International University,Golden Panthers,21,8,0
1996,Florida International University,Golden Panthers,16,13,0
1995,Florida International University,Golden Panthers,13,15,0
1994,Florida International University,Golden Panthers,11,19,0
1993,Florida International University,Golden Panthers,11,16,0
1992,Florida International University,Golden Panthers,20,10,0
1991,Florida International University,Golden Panthers,11,17,0
1990,Florida International University,Golden Panthers,6,22,0
1989,Florida International University,Golden Panthers,7,21,0
1988,Florida International University,Golden Panthers,10,18,0
1987,Florida International University,Golden Panthers,9,19,0
1986,Florida International University,Golden Panthers,7,18,0
1985,Florida International University,Golden Panthers,17,9,0
1984,Florida International University,Golden Panthers,19,8,0
1983,Florida International University,Golden Panthers,13,13,0
1982,Florida International University,Golden Panthers,15,12,0
1981,Florida International University,Golden Panthers,11,16,0
2016,Florida State University,Seminoles,26,9,0
2015,Florida State University,Seminoles,20,14,0
2014,Florida State University,Seminoles,17,16,0
2013,Florida State University,Seminoles,22,14,0
2012,Florida State University,Seminoles,18,16,0
2011,Florida State University,Seminoles,25,10,0
2010,Florida State University,Seminoles,23,11,0
2009,Florida State University,Seminoles,22,10,0
2008,Florida State University,Seminoles,25,10,0
2007,Florida State University,Seminoles,19,15,0
2006,Florida State University,Seminoles,0,13,0
2005,Florida State University,Seminoles,20,10,0
2004,Florida State University,Seminoles,12,19,0
2003,Florida State University,Seminoles,19,14,0
2002,Florida State University,Seminoles,14,15,0
2001,Florida State University,Seminoles,12,17,0
2000,Florida State University,Seminoles,9,21,0
1999,Florida State University,Seminoles,12,17,0
1998,Florida State University,Seminoles,13,17,0
1997,Florida State University,Seminoles,18,14,0
1996,Florida State University,Seminoles,20,12,0
1995,Florida State University,Seminoles,13,14,0
1994,Florida State University,Seminoles,12,15,0
1993,Florida State University,Seminoles,13,14,0
1992,Florida State University,Seminoles,25,10,0
1991,Florida State University,Seminoles,22,10,0
1990,Florida State University,Seminoles,21,11,0
1989,Florida State University,Seminoles,16,15,0
1988,Florida State University,Seminoles,22,8,0
1987,Florida State University,Seminoles,19,11,0
1986,Florida State University,Seminoles,19,11,0
1985,Florida State University,Seminoles,12,17,0
1984,Florida State University,Seminoles,14,16,0
1983,Florida State University,Seminoles,20,11,0
1982,Florida State University,Seminoles,14,14,0
1981,Florida State University,Seminoles,11,17,0
1980,Florida State University,Seminoles,17,11,0
1979,Florida State University,Seminoles,22,9,0
1978,Florida State University,Seminoles,19,10,0
1977,Florida State University,Seminoles,23,6,0
1976,Florida State University,Seminoles,16,11,0
1975,Florida State University,Seminoles,22,5,0
1974,Florida State University,Seminoles,18,8,0
1973,Florida State University,Seminoles,18,8,0
1972,Florida State University,Seminoles,18,8,0
1971,Florida State University,Seminoles,27,6,0
1970,Florida State University,Seminoles,17,9,0
1969,Florida State University,Seminoles,23,3,0
1968,Florida State University,Seminoles,18,8,0
1967,Florida State University,Seminoles,19,8,0
1966,Florida State University,Seminoles,11,15,0
1965,Florida State University,Seminoles,14,11,0
1964,Florida State University,Seminoles,16,10,0
1963,Florida State University,Seminoles,11,14,0
1962,Florida State University,Seminoles,15,10,0
1961,Florida State University,Seminoles,15,8,0
1960,Florida State University,Seminoles,14,10,0
1959,Florida State University,Seminoles,10,15,0
1958,Florida State University,Seminoles,8,15,0
1957,Florida State University,Seminoles,9,16,0
1956,Florida State University,Seminoles,9,17,0
2016,Fordham University,Rams,13,19,0
2015,Fordham University,Rams,17,14,0
2014,Fordham University,Rams,10,21,0
2013,Fordham University,Rams,10,21,0
2012,Fordham University,Rams,7,24,0
2011,Fordham University,Rams,10,19,0
2010,Fordham University,Rams,7,21,0
2009,Fordham University,Rams,2,26,0
2008,Fordham University,Rams,3,25,0
2007,Fordham University,Rams,12,17,0
2006,Fordham University,Rams,18,12,0
2005,Fordham University,Rams,16,16,0
2004,Fordham University,Rams,13,16,0
2003,Fordham University,Rams,6,22,0
2002,Fordham University,Rams,2,26,0
2001,Fordham University,Rams,8,20,0
2000,Fordham University,Rams,12,17,0
1999,Fordham University,Rams,14,15,0
1998,Fordham University,Rams,12,15,0
1997,Fordham University,Rams,6,21,0
1996,Fordham University,Rams,6,21,0
1995,Fordham University,Rams,4,23,0
1994,Fordham University,Rams,11,17,0
1993,Fordham University,Rams,12,15,0
1992,Fordham University,Rams,15,16,0
1991,Fordham University,Rams,18,13,0
1990,Fordham University,Rams,25,8,0
1989,Fordham University,Rams,20,13,0
1988,Fordham University,Rams,14,15,0
1987,Fordham University,Rams,18,15,0
1986,Fordham University,Rams,14,16,0
1985,Fordham University,Rams,13,17,0
1984,Fordham University,Rams,19,12,0
1983,Fordham University,Rams,19,15,0
1982,Fordham University,Rams,19,11,0
1981,Fordham University,Rams,18,11,0
1980,Fordham University,Rams,19,9,0
1979,Fordham University,Rams,11,17,0
1978,Fordham University,Rams,7,22,0
1977,Fordham University,Rams,8,18,0
1976,Fordham University,Rams,5,21,0
1975,Fordham University,Rams,7,19,0
1974,Fordham University,Rams,12,13,0
1973,Fordham University,Rams,8,17,0
1972,Fordham University,Rams,12,16,0
1971,Fordham University,Rams,18,9,0
1970,Fordham University,Rams,26,3,0
1969,Fordham University,Rams,10,15,0
1968,Fordham University,Rams,17,9,0
1967,Fordham University,Rams,19,8,0
1966,Fordham University,Rams,14,11,0
1965,Fordham University,Rams,10,15,0
1964,Fordham University,Rams,15,12,0
1963,Fordham University,Rams,9,11,0
1962,Fordham University,Rams,18,8,0
1961,Fordham University,Rams,10,14,0
1960,Fordham University,Rams,7,16,0
1959,Fordham University,Rams,8,18,0
1958,Fordham University,Rams,17,8,0
1957,Fordham University,Rams,15,9,0
1956,Fordham University,Rams,16,10,0
1955,Fordham University,Rams,11,14,0
1954,Fordham University,Rams,18,9,0
1953,Fordham University,Rams,18,6,0
1952,Fordham University,Rams,18,8,0
1951,Fordham University,Rams,20,8,0
1950,Fordham University,Rams,19,8,0
1949,Fordham University,Rams,15,12,0
1948,Fordham University,Rams,9,16,0
1947,Fordham University,Rams,17,6,0
1946,Fordham University,Rams,19,5,0
1945,Fordham University,Rams,4,17,0
1944,Fordham University,Rams,5,15,0
1942,Fordham University,Rams,16,6,0
1941,Fordham University,Rams,12,7,0
1940,Fordham University,Rams,12,9,0
1939,Fordham University,Rams,11,8,0
1938,Fordham University,Rams,10,8,0
1937,Fordham University,Rams,10,10,0
1936,Fordham University,Rams,13,3,0
1935,Fordham University,Rams,10,5,0
1934,Fordham University,Rams,7,9,0
1933,Fordham University,Rams,11,5,0
1932,Fordham University,Rams,7,11,0
1931,Fordham University,Rams,10,8,0
1930,Fordham University,Rams,14,5,0
1929,Fordham University,Rams,13,5,0
1928,Fordham University,Rams,18,2,0
1927,Fordham University,Rams,16,4,0
1926,Fordham University,Rams,20,2,0
1925,Fordham University,Rams,18,4,0
1924,Fordham University,Rams,18,1,0
1923,Fordham University,Rams,12,8,0
1922,Fordham University,Rams,11,11,0
1921,Fordham University,Rams,13,7,0
1920,Fordham University,Rams,15,9,0
1919,Fordham University,Rams,12,9,0
1918,Fordham University,Rams,24,5,0
1917,Fordham University,Rams,10,3,0
1916,Fordham University,Rams,8,3,0
1915,Fordham University,Rams,10,4,0
1914,Fordham University,Rams,17,15,0
1913,Fordham University,Rams,20,8,0
1912,Fordham University,Rams,18,13,0
1911,Fordham University,Rams,17,13,0
1910,Fordham University,Rams,12,4,0
1909,Fordham University,Rams,16,2,0
1908,Fordham University,Rams,13,12,0
1907,Fordham University,Rams,18,12,0
1906,Fordham University,Rams,16,9,0
1905,Fordham University,Rams,14,2,0
1904,Fordham University,Rams,18,6,0
1903,Fordham University,Rams,19,5,0
1902,Fordham University,Rams,15,6,0
2016,Furman University,Paladins,23,12,0
2015,Furman University,Paladins,19,16,0
2014,Furman University,Paladins,11,22,0
2013,Furman University,Paladins,9,21,0
2012,Furman University,Paladins,7,24,0
2011,Furman University,Paladins,15,16,0
2010,Furman University,Paladins,22,11,0
2009,Furman University,Paladins,13,17,0
2008,Furman University,Paladins,6,24,0
2007,Furman University,Paladins,7,23,0
2006,Furman University,Paladins,15,16,0
2005,Furman University,Paladins,15,13,0
2004,Furman University,Paladins,16,13,0
2003,Furman University,Paladins,17,12,0
2002,Furman University,Paladins,14,17,0
2001,Furman University,Paladins,17,14,0
2000,Furman University,Paladins,10,16,0
1999,Furman University,Paladins,14,18,0
1998,Furman University,Paladins,12,16,0
1997,Furman University,Paladins,9,20,0
1996,Furman University,Paladins,10,17,0
1995,Furman University,Paladins,10,17,0
1994,Furman University,Paladins,10,17,0
1993,Furman University,Paladins,10,18,0
1992,Furman University,Paladins,11,17,0
1991,Furman University,Paladins,17,11,0
1990,Furman University,Paladins,20,9,0
1989,Furman University,Paladins,15,16,0
1988,Furman University,Paladins,17,12,0
1987,Furman University,Paladins,18,10,0
1986,Furman University,Paladins,17,12,0
1985,Furman University,Paladins,10,17,0
1984,Furman University,Paladins,7,21,0
1983,Furman University,Paladins,12,17,0
1982,Furman University,Paladins,9,20,0
1981,Furman University,Paladins,11,16,0
1980,Furman University,Paladins,11,16,0
1979,Furman University,Paladins,23,7,0
1978,Furman University,Paladins,20,9,0
1977,Furman University,Paladins,19,11,0
1976,Furman University,Paladins,18,10,0
1975,Furman University,Paladins,9,18,0
1974,Furman University,Paladins,22,7,0
1973,Furman University,Paladins,22,9,0
1972,Furman University,Paladins,20,9,0
1971,Furman University,Paladins,17,11,0
1970,Furman University,Paladins,15,12,0
1969,Furman University,Paladins,13,13,0
1968,Furman University,Paladins,9,17,0
1967,Furman University,Paladins,13,14,0
1966,Furman University,Paladins,9,15,0
1965,Furman University,Paladins,9,17,0
1964,Furman University,Paladins,6,19,0
1963,Furman University,Paladins,11,15,0
1962,Furman University,Paladins,14,14,0
1961,Furman University,Paladins,15,12,0
1960,Furman University,Paladins,15,11,0
1959,Furman University,Paladins,9,16,0
1958,Furman University,Paladins,14,12,0
1957,Furman University,Paladins,10,16,0
1956,Furman University,Paladins,10,17,0
1955,Furman University,Paladins,12,16,0
1954,Furman University,Paladins,17,10,0
1953,Furman University,Paladins,20,9,0
1952,Furman University,Paladins,21,6,0
1951,Furman University,Paladins,18,6,0
1950,Furman University,Paladins,3,20,0
1949,Furman University,Paladins,9,12,0
1948,Furman University,Paladins,8,14,0
1947,Furman University,Paladins,11,15,0
1946,Furman University,Paladins,9,10,0
1945,Furman University,Paladins,16,3,0
1944,Furman University,Paladins,2,15,0
1943,Furman University,Paladins,0,0,0
1942,Furman University,Paladins,0,0,0
1941,Furman University,Paladins,10,9,0
1940,Furman University,Paladins,4,13,0
1939,Furman University,Paladins,11,11,0
1938,Furman University,Paladins,6,16,0
1937,Furman University,Paladins,6,13,0
1936,Furman University,Paladins,8,7,0
1935,Furman University,Paladins,12,4,0
1934,Furman University,Paladins,9,8,0
1933,Furman University,Paladins,5,12,0
1932,Furman University,Paladins,11,8,0
1931,Furman University,Paladins,15,1,0
1930,Furman University,Paladins,15,2,0
1929,Furman University,Paladins,16,1,0
1928,Furman University,Paladins,12,6,0
1927,Furman University,Paladins,15,3,0
1926,Furman University,Paladins,16,4,0
1925,Furman University,Paladins,11,9,0
1924,Furman University,Paladins,9,7,0
1923,Furman University,Paladins,7,7,0
1922,Furman University,Paladins,11,7,0
1921,Furman University,Paladins,8,7,0
1920,Furman University,Paladins,1,12,0
1919,Furman University,Paladins,2,12,0
1918,Furman University,Paladins,0,0,0
1917,Furman University,Paladins,0,0,0
1916,Furman University,Paladins,0,0,0
1915,Furman University,Paladins,2,6,0
1914,Furman University,Paladins,0,3,0
1913,Furman University,Paladins,5,4,0
1912,Furman University,Paladins,1,4,0
1911,Furman University,Paladins,0,2,0
1910,Furman University,Paladins,2,1,0
1909,Furman University,Paladins,2,6,0
1908,Furman University,Paladins,3,1,0
2016,Gardner-Webb University,Runnin' Bulldogs,19,14,0
2015,Gardner-Webb University,Runnin' Bulldogs,17,16,0
2014,Gardner-Webb University,Runnin' Bulldogs,20,15,0
2013,Gardner-Webb University,Runnin' Bulldogs,18,15,0
2012,Gardner-Webb University,Runnin' Bulldogs,21,13,0
2011,Gardner-Webb University,Runnin' Bulldogs,12,20,0
2010,Gardner-Webb University,Runnin' Bulldogs,11,21,0
2009,Gardner-Webb University,Runnin' Bulldogs,8,21,0
2008,Gardner-Webb University,Runnin' Bulldogs,13,17,0
2007,Gardner-Webb University,Runnin' Bulldogs,16,16,0
2006,Gardner-Webb University,Runnin' Bulldogs,9,21,0
2005,Gardner-Webb University,Runnin' Bulldogs,17,12,0
2004,Gardner-Webb University,Runnin' Bulldogs,18,12,0
2003,Gardner-Webb University,Runnin' Bulldogs,9,20,0
2002,Gardner-Webb University,Runnin' Bulldogs,5,24,0
2001,Gardner-Webb University,Runnin' Bulldogs,23,9,0
2000,Gardner-Webb University,Runnin' Bulldogs,0,10,0
1999,Gardner-Webb University,Runnin' Bulldogs,25,5,0
1998,Gardner-Webb University,Runnin' Bulldogs,11,16,0
1997,Gardner-Webb University,Runnin' Bulldogs,13,14,0
1996,Gardner-Webb University,Runnin' Bulldogs,17,10,0
1995,Gardner-Webb University,Runnin' Bulldogs,15,12,0
1994,Gardner-Webb University,Runnin' Bulldogs,11,16,0
1993,Gardner-Webb University,Runnin' Bulldogs,11,15,0
1992,Gardner-Webb University,Runnin' Bulldogs,13,14,0
1991,Gardner-Webb University,Runnin' Bulldogs,19,11,0
2016,George Mason University,Patriots,20,14,0
2015,George Mason University,Patriots,11,21,0
2014,George Mason University,Patriots,9,22,0
2013,George Mason University,Patriots,11,20,0
2012,George Mason University,Patriots,22,16,0
2011,George Mason University,Patriots,24,9,0
2010,George Mason University,Patriots,27,7,0
2009,George Mason University,Patriots,17,15,0
2008,George Mason University,Patriots,22,11,0
2007,George Mason University,Patriots,23,11,0
2006,George Mason University,Patriots,18,15,0
2005,George Mason University,Patriots,27,8,0
2004,George Mason University,Patriots,16,13,0
2003,George Mason University,Patriots,23,10,0
2002,George Mason University,Patriots,16,12,0
2001,George Mason University,Patriots,19,10,0
2000,George Mason University,Patriots,18,12,0
1999,George Mason University,Patriots,19,11,0
1998,George Mason University,Patriots,19,11,0
1997,George Mason University,Patriots,9,18,0
1996,George Mason University,Patriots,10,17,0
1995,George Mason University,Patriots,11,16,0
1994,George Mason University,Patriots,7,20,0
1993,George Mason University,Patriots,10,17,0
1992,George Mason University,Patriots,7,21,0
1991,George Mason University,Patriots,7,21,0
1990,George Mason University,Patriots,14,16,0
1989,George Mason University,Patriots,20,12,0
1988,George Mason University,Patriots,20,11,0
1987,George Mason University,Patriots,20,10,0
1986,George Mason University,Patriots,15,13,0
1985,George Mason University,Patriots,20,12,0
1984,George Mason University,Patriots,18,11,0
1983,George Mason University,Patriots,21,7,0
1982,George Mason University,Patriots,15,12,0
1981,George Mason University,Patriots,13,14,0
1980,George Mason University,Patriots,10,16,0
1979,George Mason University,Patriots,5,21,0
1978,George Mason University,Patriots,17,8,0
2016,George Washington University,Colonials,20,15,0
2015,George Washington University,Colonials,28,10,0
2014,George Washington University,Colonials,22,13,0
2013,George Washington University,Colonials,24,9,0
2012,George Washington University,Colonials,13,17,0
2011,George Washington University,Colonials,10,21,0
2010,George Washington University,Colonials,17,14,0
2009,George Washington University,Colonials,16,15,0
2008,George Washington University,Colonials,10,18,0
2007,George Washington University,Colonials,9,17,0
2006,George Washington University,Colonials,23,9,0
2005,George Washington University,Colonials,27,3,0
2004,George Washington University,Colonials,22,8,0
2003,George Washington University,Colonials,18,12,0
